Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Tuvalu,TUV,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824746.238,9365488.115,9742603.634,9631024.916,10887216.91,11025679.51,12335200.16,12701093.97,12757405.79,13686699.57,13741844.59,13196254.87,15451309.04,18230911.04,21535683.88,21839543.63,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,39312016.5,39875750.67,38322359.53,37859550.4,
Tanzania,TZA,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405344,4420167589,4258742899,4956588279,4601413264,4257702197,4510846968,5255221425,6496195451,7683852497,9345174219,9697847264,10185786383,10383560603,10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649,39087748240,44384603620,48056680982,
Uganda,UGA,GDP at market prices (current US$),NY.GDP.MKTP.CD,423145605,441667334.6,449158233.4,516315231.4,589247687.3,884502338.7,925381522.4,967240686.6,1037379286,1168556667,1259554850,1417191702,1490970307,1701817912,2098945010,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647447,3519695202,3923244142,6269521857,6508931652,5276480933,4304399516,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,17878178831,20181796803,20262889524,23236898742,24662957430,26998477289,
Ukraine,UKR,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,64087694038,74703517903,82709161099,81456918679,77464561150,73942235330,65648559903,52543388913,48214752454,44558076852,50150401354,41883242907,31580961263,31261718319,38009344577,42392896031,50132953288,64883060726,86142018069,1.07753E+11,1.42719E+11,1.79992E+11,1.17228E+11,1.36419E+11,1.6316E+11,1.75781E+11,1.8331E+11,1.31805E+11,
Upper middle income,UMC,GDP at market prices (current US$),NY.GDP.MKTP.CD,1.35214E+11,1.22129E+11,1.27929E+11,1.40967E+11,1.5718E+11,1.76286E+11,1.96646E+11,2.0403E+11,2.13379E+11,2.37933E+11,2.63228E+11,2.89404E+11,3.35214E+11,4.29042E+11,5.40661E+11,6.24467E+11,6.82206E+11,7.60865E+11,8.16793E+11,9.93299E+11,1.13491E+12,1.23615E+12,1.21112E+12,1.17111E+12,1.2512E+12,1.3166E+12,1.35976E+12,1.37199E+12,1.49627E+12,1.70209E+12,1.95738E+12,2.18742E+12,2.11962E+12,2.38507E+12,2.68311E+12,3.06047E+12,3.39052E+12,3.61076E+12,3.67417E+12,3.53028E+12,3.85897E+12,3.87513E+12,4.05464E+12,4.52609E+12,5.33286E+12,6.35728E+12,7.47727E+12,9.22734E+12,1.11757E+13,1.11055E+13,1.34068E+13,1.5965E+13,1.70207E+13,1.8229E+13,1.89581E+13,
Uruguay,URY,GDP at market prices (current US$),NY.GDP.MKTP.CD,1242289212,1547388813,1710004464,1539681534,1975701728,1890769326,1809183975,1597721080,1593675330,2004435484,2137096774,2807258065,2189418001,3964295673,4090209682,3538283322,3667161241,4114667063,4910257283,7181185278,10163020116,11048335541,9178802163,5102281256,4850241442,4732017873,5880112788,7367494080,8213515459,8438951476,9298839655,11205971155,12878199881,15002106518,17474647792,19297663097,20515543039,23969823010,25385928198,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284682480,47962439304,51384870651,57524653094,57471030095,
United States,USA,GDP at market prices (current US$),NY.GDP.MKTP.CD,5.433E+11,5.633E+11,6.051E+11,6.386E+11,6.858E+11,7.437E+11,8.15E+11,8.617E+11,9.425E+11,1.0199E+12,1.07588E+12,1.16777E+12,1.28245E+12,1.42855E+12,1.54883E+12,1.68892E+12,1.87759E+12,2.08595E+12,2.35657E+12,2.63214E+12,2.86251E+12,3.21096E+12,3.34499E+12,3.63814E+12,4.04069E+12,4.34673E+12,4.59016E+12,4.87022E+12,5.25263E+12,5.65769E+12,5.97959E+12,6.17404E+12,6.5393E+12,6.87872E+12,7.30876E+12,7.66406E+12,8.1002E+12,8.60852E+12,9.08917E+12,9.66062E+12,1.02848E+13,1.06218E+13,1.09775E+13,1.15107E+13,1.22749E+13,1.30937E+13,1.38559E+13,1.44776E+13,1.47186E+13,1.44187E+13,1.49644E+13,1.55179E+13,1.61632E+13,1.67681E+13,1.7419E+13,
Uzbekistan,UZB,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607991,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17030896203,22311393928,27934030937,32816828373,39332770929,45324319955,51183443225,56795656325,62643953022,
St. Vincent and the Grenadines,VCT,GDP at market prices (current US$),NY.GDP.MKTP.CD,13066633.83,13999964.81,14524963.49,13708298.88,14758296.24,15108295.36,16099959.54,15835088.4,15350000,16650000,18450000,20051648.11,27585488.22,30165373.24,32924215.75,33237164.06,32792479.98,49353160.98,60844770.41,71096358.37,82340338.18,102086537.5,113759201.3,122255347.5,135024985.4,145641702.6,160846653.8,175580644.3,200726709,214744998.4,240365258.3,254829632.2,277954113.7,286307798.5,289438498.9,316008499.6,331489698.9,347769997.8,373619857.8,390719138.9,396270000,430040370.4,461883440,481806313.7,521975121.1,550728660.4,610778281.5,651436074.1,695428835.9,674922474.8,681225963.7,676129418.5,692933757.4,720636189.6,729309384.4,
"Venezuela, RB",VEN,GDP at market prices (current US$),NY.GDP.MKTP.CD,8607600069,8923366628,9873397859,10663375514,9113580696,9602944668,10096574670,10472776744,11470909285,11927570677,12993115056,14471557938,15922867181,19445932860,29087099933,31413164179,36272315695,42337056975,46507640231,55750554789,67135122864,75498829319,76693647866,78586503426,55952339080,57935742247,58915108094,45343793676,58428404474,42142303739,47027508385,51734363024,58470358476,58107555298,56529904239,74888742184,68258588863,85837385779,91338542542,97974136437,1.17148E+11,1.2291E+11,92889586976,83622191419,1.12451E+11,1.45513E+11,1.83478E+11,2.30364E+11,3.156E+11,3.29419E+11,3.93801E+11,3.16482E+11,3.81286E+11,,,
Virgin Islands (U.S.),VIR,GDP at market prices (current US$),NY.GDP.MKTP.CD,24200000,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,14094688430,26336617862,36658108169,25423812494,6293304847,6471740486,9613369554,9866990096,13180954014,16286434094,20736163915,24657470332,26843701137,27209601996,28683658005,33640085728,35291349277,37947904054,42717072778,49424107710,57633255739,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,
Vanuatu,VUT,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,119258829.7,113423181.6,98746409.44,98144643.71,110123776.8,135553759.4,123698508.8,118691400.8,130834146.2,148545377.9,144482170.5,158397406.3,188869985.7,196142585,188080374.4,219260341.1,233902114.9,245177633.2,255890221.8,262301252.8,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,
West Bank and Gaza,PSE,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842261300,3281382791,3407783940,3760126968,4067692955,4271509530,4316456479,4007793471,3557451138,3959279121,4327268184,4834276355,4914728219,5508346438,6673500000,7268200000,8913100000,10465400000,11262141134,12473235848,12737613125,
World,WLD,GDP at market prices (current US$),NY.GDP.MKTP.CD,1.36662E+12,1.42201E+12,1.52682E+12,1.64306E+12,1.80048E+12,1.96181E+12,2.12764E+12,2.26365E+12,2.44163E+12,2.68877E+12,2.95203E+12,3.26079E+12,3.75956E+12,4.58099E+12,5.28274E+12,5.8836E+12,6.40286E+12,7.2417E+12,8.52713E+12,9.9072E+12,1.11544E+13,1.14454E+13,1.13443E+13,1.16038E+13,1.20408E+13,1.26623E+13,1.49847E+13,1.70477E+13,1.90928E+13,2.00434E+13,2.25423E+13,2.38738E+13,2.53461E+13,2.57764E+13,2.76732E+13,3.06286E+13,3.12947E+13,3.12115E+13,3.10956E+13,3.22529E+13,3.32899E+13,3.31014E+13,3.43848E+13,3.86207E+13,4.35124E+13,4.7104E+13,5.10347E+13,5.7532E+13,6.30728E+13,5.978E+13,6.55888E+13,7.26603E+13,7.42214E+13,7.63389E+13,7.79606E+13,
Samoa,WSM,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,121218640.6,111860659.9,109200344.9,95573449.38,100949655.9,111716548.6,133016065.7,122888610.4,125766270.9,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249908970.7,285475591.9,269481523.2,258833766.6,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,465568018.3,505832439.8,570469196.7,619260721.6,586153251.8,656789149.6,761650053.9,804163067.7,795753602.5,800418989.6,
"Yemen, Rep.",YEM,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647251908,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753772448,19081726103,25633674564,30397203369,28459501430,30906753495,31078858746,32074766835,35954502304,,
South Africa,ZAF,GDP at market prices (current US$),NY.GDP.MKTP.CD,7363096178,7742634887,8269697466,9174867983,10071444211,11002379672,11994960101,13382332493,14475710066,16315273135,17907041999,19765101370,20753220242,28443804467,35727741280,36947938878,35473781049,39398574287,45326587511,55938240143,80546993195,86833985897,80083518598,86015133649,85169436537,67065070009,79503484221,1.04025E+11,1.1463E+11,1.24907E+11,1.12015E+11,1.20226E+11,1.30514E+11,1.3431E+11,1.39752E+11,1.5546E+11,1.47608E+11,1.52586E+11,1.37775E+11,1.36632E+11,1.36362E+11,1.21516E+11,1.15482E+11,1.75257E+11,2.28594E+11,2.57773E+11,2.71639E+11,2.99415E+11,2.8677E+11,2.95936E+11,3.75349E+11,4.16597E+11,3.97386E+11,3.66244E+11,3.50141E+11,
"Congo, Dem. Rep.",COD,GDP at market prices (current US$),NY.GDP.MKTP.CD,3359404132,3086746936,3779841410,6213185774,2881545277,4043901724,4532660145,3384063360,3909780525,5032434971,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9625436873,8227343907,10706259937,5840529412,5647034188,5772020526,6091061291,6215716712,4711259427,19088046305,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380,30014905126,33121070959,
Zambia,ZMB,GDP at market prices (current US$),NY.GDP.MKTP.CD,698739720.8,682359727.3,679279728.6,704339718.5,822639671.3,1061199576,1238999505,1340639464,1573739371,1926399230,1788779285,1653259341,1872416680,2434255237,2910981262,2442672141,2742859263,2515296940,2811032473,3353445378,3884530854,4008126497,3871117093,3321048451,2719518933,2252454500,1664413508,2265250972,3728878149,3994673161,3288381797,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265552104,23731726500,24939314029,26820806279,27066230009,
Zimbabwe,ZWE,GDP at market prices (current US$),NY.GDP.MKTP.CD,1052990400,1096646600,1117601600,1159511700,1217138000,1311435800,1281749500,1397002000,1479599900,1747998800,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9422161302,10956226600,12392715462,13490227100,14196912535,
