Vendor Name , Budget Fiscal Year , Date , Vendor HQ State , Vendor HQ City , Government Area , Department Name , Department , Account , Account Name , Funding Type , Fund Name , Fund , Object Class , Object Code Name , Object Code , Statewide Contract Number , Amount Spent
"BOSTON UNIVERSITY MEDICAL, CENTER RADIOLOGISTS INC",2010,2009-07-31,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,12039.78
MICHAEL A TAYLOR MD,2010,2009-08-10,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001400,MASSHEALTH HIV EXPANSION,Budgetary,General Fund,0010,RR,Medicaid,R10,,58.67
BRIGHT DENTAL INC,2010,2009-07-24,MA,WORCESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,8581
MARITZA MORELL DMD PC,2010,2009-08-28,MA,LAWRENCE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,3534
ADVANCED DENTAL SPA,2010,2009-10-02,MA,NEW BEDFORD,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,1114
"BUMC OTOLARYNGOLOGIC, FOUNDATION INC",2010,2009-10-02,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,632.78
LARKIN       EDWARD   CDMD,2010,2009-11-16,MA,N BROOKFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,285
"PROVIDENCE DIAGNOSTIC IMAGING, ATTN MAUREEN GERRARD",2010,2009-11-27,MA,LUDLOW,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,6.78
PRIMARY CARE AFFILIATES INC,2010,2009-11-27,MA,BROCKTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,311.68
DAVID J ZWICKER,2010,2009-10-08,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,4882.4
BEVERLY A GRAVISON,2010,2009-10-30,,,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,4501.77
FISCHER NEUROLOGY ASSC,2010,2009-07-10,MA,MELROSE,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,156.96
STEPHEN J BOURGAULT,2010,2009-08-07,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,12
PAUL E TESONE DDS INC,2010,2009-09-18,MA,EVERETT,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,292
TUCKER ROAD DENTAL PC,2010,2009-09-11,MA,NORTH DARTMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,338
"SOMERVILLE-CAMBRIDGE ELDER SER, SERVICES INC",2010,2009-10-05,MA,SOMERVILLE,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,429.84
LISA A TRAVEIS,2010,2009-10-02,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,79.51
SPECIALIZED HOUSING INC,2010,2009-09-25,MA,BROOKLINE,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,524.29
JOSLIN CLINIC INC,2010,2009-10-16,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,745.89
"PRICE CHOPPER OPERATING CO, OF MASS INC",2010,2009-10-26,NY,SCHENECTADY,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,202.07
COMMONWEALTH SURGICAL ASSOC,2010,2009-10-30,MA,STONEHAM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,258.81
ELSA A GUZMAN,2010,2009-11-02,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,2697
M.BERN HEMATOLO ONCOLOGPC,2010,2009-11-06,ME,JONESPORT,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,33.74
RONALD E WESTON,2010,2009-11-13,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,247
DAVID SIEGENBERG MD P C,2010,2009-12-04,MA,READING,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,45.62
GARY DRUG CO,2010,2009-12-18,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,6.48
TERRI HAVEN,2010,2009-12-18,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,71.98
SHAWS SUPERMARKETS INC,2010,2009-12-14,ID,BOISE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,59.31
AETNA BRIDGE COMPANY,2010,2009-10-06,RI,PAWTUCKET,Transportation,Highway Dept,DPW,60330816,Federally Assisted Construction (FA) - Non Interstate,Capital,Federal Highway Construction Program Capital Projects Fund,0290,NN,Highway Horizontal/Lateral Construction,N21,0057633,101754.85
NORTHEAST GASTRO ASSOC PC,2010,2009-09-22,NH,SALEM,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,40
CAPE COD SURGEONS PC,2010,2009-10-02,MA,FALMOUTH,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,10
COMMUNITY HEALTH CENTER INC,2010,2009-12-14,CT,MENDEN,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,2.6
DRIVERS LICENSE GUIDE,2010,2009-10-27,CA,REDWOOD CITY,Transportation,Registry of Motor Vehicles,RMV,84000001,REGISTRY OF MOTOR VEHICLES,Budgetary,Highway Fund,0101,EE,"Subscriptions, Memberships & Licensing Fees",E12,,70
"NEIGHBORHOOD HEALTH PLAN INC, ACCOUNTING DEPT",2010,2009-08-10,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,50339823.68
SULLIVAN & ASSOCIATES  INC,2010,2009-09-29,MA,SPRINGFIELD,Health and Human Services,Mass Rehabilitation Commission,MRC,41204000,INDEPENDENT LIVING ASSISTANCE PROGRAM,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,MRC-09ILSLS,49405.56
DENNIS K. BURKE INC.,2010,2009-09-09,MA,CHELSEA,Health and Human Services,Soldiers' Home in Massachusetts,CHE,41800100,SOLDIERS' HOME IN CHELSEA,Budgetary,General Fund,0010,GG,Fuel For Buildings,G06,ENE220000000000,637.96
DSCI CORPORATION,2010,2009-12-14,MA,WALTHAM,Education,Roxbury Community College,RCC,70610004,State Fiscal Stabilization Fund - Education State Grant,Federal Grants,Federal Grants Fund,0100,UU,Information Technology (IT) Cabling,U06,,12319
MARY E GILFUS,2010,2009-08-07,,,Independents,Victim and Witness Assistance Board,VWA,08400115,VICTIM WITNESS ASSISTANCE BOARD EXPEND-,Trusts,Expendable Trust Fund - External,0300,HH,Honoraria For Visiting Speakers/Lecturers,H15,,1000
NEW ENGLAND VILLAGES INC,2010,2009-09-23,MA,PEMBROKE,Health and Human Services,Department of Developmental Services,DMR,59202000,RESIDENTIAL AND DAY COMPONENT,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,EMP_DAY_09,789.56
"RFK CHILDRENS ACTION CORP INC, ACTION CORPS INC",2010,2009-12-17,MA,BOSTON,Health and Human Services,Department of Children and Families,DSS,48000041,DELIVERY OF GROUP CARE SERVICES TO,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,DSS-FNS06,332
SERIO BROTHERS INC,2010,2009-09-11,MA,WESTMINSTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,423.85
EASCARE  LLC,2010,2009-08-28,MA,DORCHESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,1662.62
RUTH HAZEN MD,2010,2009-09-18,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,671.47
"BETH ISRAEL HOSPITAL ASSOC, AMBULATORY BILLING",2010,2009-09-21,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,7253.04
ALEC H JARET,2010,2009-09-14,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1905
RAECHEL A MCGHEE,2010,2009-09-14,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,211.2
BALBONI'S DRUGSTORE INC,2010,2009-10-05,MA,PLYMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,291.3
NORTH FALMOUTH PHARMACY INC,2010,2009-10-05,MA,NORTH FALMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,8650.16
"NORTH CHARLES MENTAL HEALTH, RESCH & TRAINING FOUNDATION",2010,2009-10-13,MA,CAMBRIDGE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,7051.22
HERO DENTAL OF BROCKTONPC,2010,2009-10-26,CO,COLORADO SPGS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000950,Children's Behavioral Health Initiative,Budgetary,General Fund,0010,RR,Medicaid,R10,,9946.46
"BETH ISRAEL HOSPITAL ASSOC, AMBULATORY BILLING",2010,2009-11-02,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000875,CERVICAL/BREAST CANCER BENEFITS,Budgetary,General Fund,0010,RR,Medicaid,R10,,2189.47
LOCKE & WHITE DENTAL ASSCS,2010,2009-11-16,MA,HULL,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,684
HAWTHORN MEDICAL ASSOCIATES LLC,2010,2009-11-16,MA,N DARTMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,264.94
CHILD MED OFF NO ANDOVR PC,2010,2009-11-23,MA,N ANDOVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,2745.54
ASHBURNHAM FAMILY PHARMACY,2010,2009-11-16,MA,ASHBURNHAM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,585.07
SURGICAL NEUROLOGY INC,2010,2009-11-30,MA,NEWTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,99.61
ADVANCED FAMILY EYE CARE,2010,2009-11-27,MA,METHUEN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,253.56
DOYLE'S CORNER DRUG INC,2010,2009-11-27,MA,IPSWICH,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,16.58
MATHEW           JOSEPH    C,2010,2009-09-18,MA,ATHOL,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,20
EDWARD BROOKE CHARTER SCHOOL,2010,2009-12-02,MA,BOSTON,Education,Elementary and Secondary Education,DOE,70607001,Special Education Grants for States-ARRA,Federal Grants,Federal Grants Fund,0100,PP,Grants To Public Entities,P01,GRANT APPL,5377
LEXINGTON HOUSING AUTHORITY,2010,2009-11-02,MA,LEXINGTON,Housing and Economic Development,Dept of Housing & Community Development,OCD,70049005,FOR PAYMENTS TO HOUSING AUTHORITIES,Budgetary,General Fund,0010,PP,Subsidies,P02,OCDP02,20000
TERMINIX INTERNATIONAL,2010,2009-08-21,MA,SPRINGFIELD,Health and Human Services,Soldiers' Home in Massachusetts,CHE,41800100,SOLDIERS' HOME IN CHELSEA,Budgetary,General Fund,0010,NN,Exterminators/Integrated Pest Management,N71,FAC500000000000,441
"MASSACHUSETTS ELECTRIC COMPANY, NATIONALGRID",2010,2009-08-17,MA,NORTHBOROUGH,Public Safety and Security,Military Division,MIL,87000001,MILITARY DIVISION,Budgetary,General Fund,0010,GG,Electricity,G03,,353.97
SULLIVAN & COGLIANO DESIGNERS,2010,2009-11-06,MA,WALTHAM,Administration and Finance,Information Technology Division,ITD,17902015,Information Technology Projects,Capital,General Capital Projects Fund,0200,UU,Information Technology (IT) Professionals,U05,ITS33,3840
WORLD EDUCATION INC,2010,2009-12-01,MA,BOSTON,Independents,Middlesex Sheriff's Department,SDM,70350002,BASIC ED ATTAINMENT AND WORK RELATED,Budgetary,General Fund,0010,EE,Office & Administrative Supplies,E01,,200
"CELLCO PARTNERSHIP DBA VERIZON WIRELESS, VERIZON WIRELESS",2010,2009-11-24,NJ,BASKING RIDGE,Independents,Office of the State Auditor,SAO,07100000,STATE AUDITOR'S OFFICE,Budgetary,General Fund,0010,UU,Telecommunications Services - Voice,U02,ITT09,221.55
WB MASON CO INC,2010,2009-11-19,MA,BROCKTON,Health and Human Services,Department of Mental Health,DMH,50950015,STATE PSYCHIATRIC HOSPITALS AND,Budgetary,General Fund,0010,EE,Office & Administrative Supplies,E01,OFF28,273.55
WASHINGTON STREET BOSTON LP,2010,2009-08-04,MA,NEWTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000300,ADMINISTRATION OF THE MEDICAID PROGRAM,Budgetary,General Fund,0010,GG,Space Rental,G01,SPACE LEASE,229920.33
BERKSHIRE COUNTY ARC INC,2010,2009-07-08,MA,PITTSFIELD,Health and Human Services,Department of Developmental Services,DMR,59202000,RESIDENTIAL AND DAY COMPONENT,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,1-B-03-03-FS,3190
TRACEY E HEBERT,2010,2009-07-24,,,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,537.5
PAUL H CARRIGAN,2010,2009-09-04,,,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,23.45
WENDY J LESLIE OD,2010,2009-07-10,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,100.61
COLLEEN K DUCHARME,2010,2009-08-03,MA,DRACUT,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,208.45
"FACIAL COSMETIC &, MAXILLOFACIAL SURGERY PC",2010,2009-07-31,MA,E LONGMEADOW,Health and Human Services,Exec Office of Health & Human Services,EHS,40001400,MASSHEALTH HIV EXPANSION,Budgetary,General Fund,0010,RR,Medicaid,R10,,163
"BERKSHIRE HEMATOLOGY ONCOLOGY PC, ONCOLOGY PC",2010,2009-07-27,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,73.71
YELENA MEZHIBOVSKY,2010,2009-08-03,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,69
ASSOCIATES IN OTOLARYNGOLOGY,2010,2009-07-24,MA,WORCESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,6.83
EUGENE JAGELLA MD PC,2010,2009-09-04,MA,MILFORD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,8.76
"THOMAS DUNZENDORFER MD, BERSHIRE GASTROENTEROLOGY",2010,2009-09-08,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,51.42
PATHOLOGY ASSOCIATES INC,2010,2009-08-28,MA,ANDOVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,22.49
"CITY OF PEABODY, TREASURER",2010,2009-11-16,MA,PEABODY,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,5246.7
FRANCISCO J REINA,2010,2009-11-27,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1001.19
"DRS M E CHEN & SEN SEN WU PC, HOLYOKE MALL DENTAL HEALTH CTR",2010,2009-11-30,MA,HOLYOKE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,69748
GERALD F MASAITIS,2010,2009-12-11,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,165
PIONEER VALLEY GASTRO ASC,2010,2009-10-23,MA,BROOKLINE,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,15
"ELECTRONIC SECURTIY & CONTROL, SYSTEMS INC",2010,2009-10-05,CT,BRIDGEPORT,Judiciary,Trial Court,TRC,03300300,ADMINISTRATIVE STAFF,Budgetary,General Fund,0010,LL,Law Enforcemt/Security Equipment Maintenance/Repair,L50,LEG EXEMPT,3311.72
ST PATRICKS MANOR INC,2010,2009-07-24,MA,FRAMINGHAM,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,284411.5
"LAURA J ALTAVILLA DC, GARDNER FAMILY CHIROP CENTER",2010,2009-08-21,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000320,PRIOR YEAR COLLECTIONS FROM LIENS/ESTATE,Budgetary,General Fund,0010,RR,Medicaid,R10,,183.84
FAIRHAVEN HLTHCARE CTR INC,2010,2009-08-24,MA,HAVERHILL,Health and Human Services,Exec Office of Health & Human Services,EHS,40000320,PRIOR YEAR COLLECTIONS FROM LIENS/ESTATE,Budgetary,General Fund,0010,RR,Medicaid,R10,,6414.83
NICOLE T HARRINGTON,2010,2009-10-16,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,95.96
MICHAEL A MILLER,2010,2009-10-16,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1.38
TOWN OF NORWOOD,2010,2009-11-02,MA,NORWOOD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,814.99
LABELLES REST HOME INC,2010,2009-11-09,MA,SHELBURNE FALLS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1473.53
